"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"Rpl6l3",1.25280383543603e-41,0.416642712148762,0.467,0.329,"6","Rpl6l"
"Npm33",7.30714209182643e-41,0.425647677978963,0.401,0.247,"6","Npm3"
"Gm102631",1.20739105786309e-40,0.37993091850651,0.384,0.31,"6","Gm10263"
"Arhgdib6",1.30442590716045e-40,0.250563961101429,0.86,0.652,"6","Arhgdib"
"Arhgap153",2.78406149298393e-40,0.46282651006587,0.417,0.201,"6","Arhgap15"
"Fbl2",4.5379715655515e-40,0.387089267329926,0.405,0.252,"6","Fbl"
"Rpl27-ps32",6.98419713212872e-40,0.396018585406874,0.492,0.357,"6","Rpl27-ps3"
"H2-T22",3.89547282124548e-39,0.422986646360625,0.333,0.186,"6","H2-T22"
"Nsa23",4.09183753413017e-39,0.338141486342843,0.711,0.617,"6","Nsa2"
"Tomm201",6.04119764326625e-39,0.328426885502164,0.663,0.576,"6","Tomm20"
"Fkbp32",6.51781614788852e-38,0.415838134550138,0.377,0.236,"6","Fkbp3"
"Rpl13a-ps1",1.46296670121418e-37,0.36934515870443,0.255,0.118,"6","Rpl13a-ps1"
"Ncl3",2.0418664092403e-37,0.352750810590054,0.633,0.536,"6","Ncl"
"Gm10020",1.03836736487867e-36,0.373110177066892,0.345,0.23,"6","Gm10020"
"Rps18-ps3",1.65375939057899e-36,0.416289925212752,0.283,0.167,"6","Rps18-ps3"
"Nop56",2.0993462541612e-36,0.403020693027956,0.292,0.148,"6","Nop56"
"Evl4",2.56672922318938e-36,0.438926002547101,0.413,0.234,"6","Evl"
"Rpl13-ps32",3.9708147025721e-36,0.384934060852129,0.378,0.239,"6","Rpl13-ps3"
"B4galnt12",4.34027298255949e-36,0.406889216696567,0.437,0.312,"6","B4galnt1"
"Arhgef13",4.81304015596144e-35,0.381174451881379,0.527,0.358,"6","Arhgef1"
"H2-Q41",5.62030593245399e-35,0.439192068275063,0.33,0.166,"6","H2-Q4"
"Arl6ip53",7.01603024389753e-34,0.358815339031419,0.483,0.367,"6","Arl6ip5"
"Sp1005",5.18714110262363e-33,0.427002654148257,0.452,0.255,"6","Sp100"
"Anxa62",1.95411050489549e-32,0.330679316306096,0.384,0.313,"6","Anxa6"
"Gm10036",2.08906472893961e-32,0.356801561337602,0.342,0.227,"6","Gm10036"
"Eif3i2",2.20998126797504e-32,0.340785699062516,0.559,0.448,"6","Eif3i"
"Klf32",3.31550168033161e-32,0.379089827963747,0.456,0.328,"6","Klf3"
"Tpst2",5.09918129210723e-32,0.354435764894227,0.324,0.187,"6","Tpst2"
"Gm81862",8.19933698738267e-32,0.327929959882599,0.438,0.343,"6","Gm8186"
"Eif3m2",1.29137717978881e-31,0.293398831071877,0.554,0.501,"6","Eif3m"
"Impdh2",2.61186432584602e-31,0.321603482732042,0.288,0.192,"6","Impdh2"
"Pabpc12",2.74597755034994e-31,0.266661392393977,0.89,0.83,"6","Pabpc1"
"Nop101",1.46384250733983e-30,0.295180371693214,0.672,0.592,"6","Nop10"
"Tecpr11",4.44041390257409e-30,0.38149195728589,0.268,0.133,"6","Tecpr1"
"Tra2b1",8.69230105843674e-30,0.315875014227632,0.512,0.45,"6","Tra2b"
"Rpl36-ps31",8.94039774517315e-30,0.360954664992579,0.395,0.27,"6","Rpl36-ps3"
"Fam65b3",2.37193526059693e-29,0.297070830116589,0.285,0.132,"6","Fam65b"
"Itgb75",2.77125960658934e-29,0.391372256414874,0.425,0.24,"6","Itgb7"
"Taf1d",5.8137852857235e-29,0.307882310213347,0.304,0.194,"6","Taf1d"
"B930036N10Rik",2.89834985149741e-28,0.410429177659925,0.262,0.118,"6","B930036N10Rik"
"Ifi2033",8.67513031044786e-27,0.384263255854574,0.404,0.221,"6","Ifi203"
"Spn",1.06870083934844e-26,0.324372836748808,0.279,0.132,"6","Spn"
"Elf1",1.58502453535977e-26,0.313568322575981,0.363,0.272,"6","Elf1"
"Trp53",2.43739551847552e-26,0.338493931430002,0.277,0.154,"6","Trp53"
"Serbp11",3.26075526692318e-26,0.274613263789399,0.783,0.708,"6","Serbp1"
"Pik3cd",6.96726391023457e-26,0.360837453471819,0.291,0.161,"6","Pik3cd"
"Cnp1",1.68622828245094e-25,0.318912462129272,0.285,0.152,"6","Cnp"
"Rps26-ps13",1.76401376534931e-25,0.26743395183447,0.377,0.292,"6","Rps26-ps1"
"Mettl231",2.40369727826711e-25,0.259243386494835,0.34,0.281,"6","Mettl23"
"Sugt11",4.18789759202019e-25,0.306781109162828,0.319,0.236,"6","Sugt1"
"4930523C07Rik4",4.70307142566321e-25,0.295275960859663,0.423,0.294,"6","4930523C07Rik"
"Bola24",7.23909891630853e-24,0.284403275863066,0.617,0.521,"6","Bola2"
"Sh3kbp1",8.00382951013198e-24,0.329430424430458,0.295,0.171,"6","Sh3kbp1"
"Cnn23",3.394394700107e-23,0.29462561362668,0.574,0.494,"6","Cnn2"
"Hnrnpf2",1.83384473433529e-22,0.263185151942755,0.756,0.681,"6","Hnrnpf"
"Bin22",2.06178749358313e-22,0.259108138198926,0.458,0.32,"6","Bin2"
"Rsbn1l",2.3973719624331e-22,0.278130514757713,0.333,0.259,"6","Rsbn1l"
"Srpk2",2.43773580859769e-22,0.262647724049817,0.27,0.192,"6","Srpk2"
"Smap21",3.20231461388948e-22,0.256400013556931,0.289,0.202,"6","Smap2"
"Slc25a41",1.04271298508896e-21,0.252942350603825,0.465,0.411,"6","Slc25a4"
"Mndal6",1.99468043491991e-21,0.291645135848976,0.405,0.255,"6","Mndal"
"C1qbp",2.0777905196989e-21,0.253247793744742,0.264,0.211,"6","C1qbp"
"Zc3hav1",2.17302092943007e-21,0.260258885167364,0.265,0.188,"6","Zc3hav1"
"Ifi271",1.026007576426e-20,0.284607929562793,0.34,0.251,"6","Ifi27"
"Set1",1.83089370993034e-20,0.262813837674688,0.488,0.429,"6","Set"
"Gm100761",1.39868862685785e-19,0.275729511568583,0.928,0.871,"6","Gm10076"
"Ikzf12",4.10559363699205e-18,0.305851441983906,0.316,0.208,"6","Ikzf1"
"Il161",1.26112872052281e-17,0.258169246405717,0.262,0.165,"6","Il16"
"Gm267405",5.85531413642108e-16,0.269403811272793,0.393,0.273,"6","Gm26740"
"Gngt27",0,1.83958825896439,0.985,0.412,"7","Gngt2"
"Lst17",0,1.74685804129574,0.985,0.345,"7","Lst1"
"Itgal3",0,1.55796690602619,0.874,0.264,"7","Itgal"
"Ace",0,1.50789657890322,0.791,0.092,"7","Ace"
"Pou2f25",0,1.44711567455288,0.835,0.217,"7","Pou2f2"
"Adgre4",0,1.44312380582231,0.643,0.045,"7","Adgre4"
"Nr4a1",0,1.42461019957421,0.666,0.086,"7","Nr4a1"
"Cd300e",0,1.2674530115218,0.468,0.011,"7","Cd300e"
"Gpx14",0,1.11497958196308,0.995,0.794,"7","Gpx1"
"Tyrobp6",0,0.945099752180719,1,0.645,"7","Tyrobp"
"Cst34",0,0.906747070220766,1,0.82,"7","Cst3"
"Ifitm37",1.48219693752374e-323,1.1155578463864,0.995,0.445,"7","Ifitm3"
"Fcer1g7",5.92878775009496e-323,1.17299829778938,1,0.598,"7","Fcer1g"
"Eno3",2.84205392025334e-301,1.22371760229839,0.504,0.026,"7","Eno3"
"Rap1b4",2.89812588296552e-295,1.0726238501207,0.926,0.604,"7","Rap1b"
"Treml4",4.08414852608462e-292,1.14771475576905,0.517,0.034,"7","Treml4"
"Spn1",1.39572005258828e-248,1.2382748299373,0.648,0.117,"7","Spn"
"Sat15",9.11246683117102e-235,1.0443810754795,0.953,0.703,"7","Sat1"
"Plac86",1.13069393466755e-231,1.09218404455012,0.948,0.403,"7","Plac8"
"Csf1r6",1.65908563227373e-225,1.14104540850042,0.8,0.248,"7","Csf1r"
"Hfe",2.53880238634624e-219,1.15453207882459,0.596,0.137,"7","Hfe"
"Clec4a11",2.30805504402031e-216,1.13971335984223,0.722,0.176,"7","Clec4a1"
"Fcgr41",1.46974641184572e-211,1.21076852881974,0.524,0.103,"7","Fcgr4"
"Ear27",5.30217330215611e-210,0.542024538187475,0.779,0.233,"7","Ear2"
"Samsn15",2.54318495890244e-208,1.11218014690773,0.766,0.253,"7","Samsn1"
"Pglyrp13",7.78653044436025e-206,1.0853946718998,0.763,0.21,"7","Pglyrp1"
"Ctsb7",3.98539073419058e-205,0.971762137531445,0.931,0.651,"7","Ctsb"
"Cx3cr11",1.59394937184819e-202,1.12860414521732,0.66,0.13,"7","Cx3cr1"
"Msn2",1.58450497911725e-199,0.889968728729678,0.892,0.597,"7","Msn"
"Msrb17",7.62903805731205e-197,0.825854544037991,0.972,0.555,"7","Msrb1"
"Metrnl6",2.70403822184035e-189,1.01512551869107,0.663,0.239,"7","Metrnl"
"Cd300ld1",4.79534114684842e-185,1.09148133467303,0.535,0.088,"7","Cd300ld"
"Spi16",5.72709454152131e-183,0.92458237455624,0.931,0.469,"7","Spi1"
"Fgr6",1.60972080656162e-179,1.00276338439229,0.697,0.241,"7","Fgr"
"Myo1g1",4.86537148660691e-178,0.947236521821745,0.568,0.162,"7","Myo1g"
"Apoe6",1.31673008724653e-177,0.886025006100431,0.91,0.462,"7","Apoe"
"AF2517056",4.92496508752092e-173,1.01016002721626,0.681,0.241,"7","AF251705"
"Rap1a5",8.7834827610194e-172,0.836767887298257,0.846,0.565,"7","Rap1a"
"Cd300a2",7.93812406242546e-171,0.990966201569918,0.637,0.183,"7","Cd300a"
"Cybb7",2.69500698364692e-169,0.959885937188228,0.892,0.414,"7","Cybb"
"Ifitm64",2.01542589941938e-166,0.95398670226081,0.735,0.209,"7","Ifitm6"
"Dusp16",1.40071698414628e-164,0.852252247316675,0.375,0.082,"7","Dusp16"
"Tnfrsf1b1",2.82187459213378e-163,0.934102807899688,0.57,0.176,"7","Tnfrsf1b"
"Ifitm27",1.02133140557358e-160,0.74309423541548,0.938,0.513,"7","Ifitm2"
"Clec4a37",2.75320996819964e-158,0.983591706590585,0.712,0.261,"7","Clec4a3"
"Adrbk21",2.03091124044833e-148,0.850697357128862,0.512,0.189,"7","Adrbk2"
"Nadk5",7.26903529721576e-147,0.859495073860602,0.71,0.361,"7","Nadk"
"Ptprc3",3.89567374655004e-146,0.793754340080876,0.902,0.589,"7","Ptprc"
"Tmcc16",3.9050757796915e-145,0.927306659542129,0.751,0.34,"7","Tmcc1"
"Stk101",3.86533784135132e-144,0.898711860346202,0.511,0.16,"7","Stk10"
"S100a46",1.16398013958357e-142,0.669546477125289,0.809,0.312,"7","S100a4"
"Coro1a5",1.20239027847863e-142,0.686556826574144,0.967,0.676,"7","Coro1a"
"Lair1",2.19954072113584e-142,0.936985928046272,0.506,0.119,"7","Lair1"
"Prr136",1.30193120298512e-141,0.805861289687378,0.876,0.588,"7","Prr13"
"Ctss7",3.90795798584451e-141,0.420245316545269,0.962,0.587,"7","Ctss"
"Gm2a5",4.71560881779565e-141,0.873567160302253,0.82,0.449,"7","Gm2a"
"Tmem511",8.51261962855108e-141,0.841804735022582,0.427,0.114,"7","Tmem51"
"Ms4a6c7",1.08322862808611e-140,0.666857367483814,0.769,0.289,"7","Ms4a6c"
"Ceacam1",2.90146577537423e-140,0.827079325554608,0.394,0.068,"7","Ceacam1"
"Fyb6",1.97771722707381e-139,0.94658340363049,0.735,0.293,"7","Fyb"
"Smpdl3a5",4.84467383458138e-138,0.833700942700476,0.836,0.458,"7","Smpdl3a"
"Psap7",3.10276311952093e-132,0.344649209548784,0.975,0.702,"7","Psap"
"Cyba5",2.68096981309188e-126,0.561444281540945,0.984,0.808,"7","Cyba"
"Hck2",3.06674102914868e-125,0.855239919493343,0.592,0.22,"7","Hck"
"Srgn3",8.50896110117367e-125,0.712177628727791,0.926,0.579,"7","Srgn"
"Rgs26",4.99561994907617e-123,0.864744069302702,0.768,0.377,"7","Rgs2"
"Pilra3",1.04533097276729e-119,0.906459941445289,0.597,0.194,"7","Pilra"
"Adgre56",2.12499485813372e-117,0.810352187833554,0.756,0.363,"7","Adgre5"
"Tln14",2.36863347088522e-116,0.739670031993725,0.686,0.403,"7","Tln1"
"Gsr6",2.3796916502665e-114,0.740651169676158,0.777,0.387,"7","Gsr"
"Ifngr14",3.69495314767265e-114,0.771188161476465,0.797,0.447,"7","Ifngr1"
"Serpinb101",3.1596744430355e-113,0.770785110802269,0.331,0.053,"7","Serpinb10"
"Smc62",1.66535958419378e-111,0.810133462609081,0.545,0.261,"7","Smc6"
"S1pr5",5.24652863823491e-111,0.626253038236035,0.26,0.019,"7","S1pr5"
"Trem32",2.1914865213429e-110,0.787389051097819,0.442,0.093,"7","Trem3"
"Pilrb2",1.59176496003344e-109,0.775616491752575,0.39,0.074,"7","Pilrb2"
"Stap11",2.54913313097889e-108,0.825122106036149,0.45,0.102,"7","Stap1"
"Il17ra3",2.32813285143855e-107,0.777359327034691,0.581,0.249,"7","Il17ra"
"Ly6e6",3.42222546360487e-107,0.508910366913684,0.982,0.85,"7","Ly6e"
"Atox16",7.99390874408873e-107,0.631241079066475,0.935,0.744,"7","Atox1"
"Alox5ap6",2.11465151312721e-105,0.544719096884804,0.885,0.499,"7","Alox5ap"
"Agpat4",3.13260622598947e-104,0.758399189856753,0.398,0.122,"7","Agpat4"
"Ap1s23",1.43707777176307e-103,0.762172699086202,0.542,0.227,"7","Ap1s2"
"Apbb1ip2",2.93546024366812e-103,0.760793475201923,0.681,0.337,"7","Apbb1ip"
"Atp1a14",1.66425644906365e-102,0.658310076464831,0.704,0.457,"7","Atp1a1"
"Flna6",3.06312701834447e-101,0.727043840884961,0.717,0.417,"7","Flna"
"Abi31",4.07160871860895e-101,0.778439078106942,0.427,0.118,"7","Abi3"
"Lsp14",5.77004874328353e-99,0.617635994917322,0.923,0.592,"7","Lsp1"
"Sema4d",8.13847443465212e-98,0.739938270662375,0.437,0.129,"7","Sema4d"
"Itgb25",6.37418006761762e-97,0.719183605176017,0.755,0.411,"7","Itgb2"
"Arpc25",9.57344854762129e-96,0.517969797232439,0.966,0.833,"7","Arpc2"
"Arpc1b5",2.00954705970998e-95,0.549189995851728,0.943,0.8,"7","Arpc1b"
"Fabp41",3.19443382102411e-93,0.726476186027188,0.386,0.083,"7","Fabp4"
"Pilrb1",7.18975286942169e-92,0.645620817870976,0.311,0.054,"7","Pilrb1"
"Itgam2",5.55311515250818e-91,0.754453214497806,0.504,0.173,"7","Itgam"
"Cbfa2t3",6.44425398420322e-91,0.760518393194973,0.516,0.174,"7","Cbfa2t3"
"Slc11a11",1.85456274083131e-90,0.685713899578818,0.357,0.079,"7","Slc11a1"
"Rhoa2",4.02863402167555e-89,0.529613644000805,0.877,0.76,"7","Rhoa"
"Cytip4",4.15899765643208e-89,0.664710490900507,0.758,0.485,"7","Cytip"
"Fam49a",4.19279112734817e-89,0.672853875127539,0.35,0.087,"7","Fam49a"
"Emp34",2.95049930242881e-88,0.744695494675122,0.777,0.49,"7","Emp3"
"Fmnl12",1.1665445800613e-85,0.689747100995579,0.537,0.233,"7","Fmnl1"
"Hpgd",2.7317926040143e-84,0.569382476125225,0.437,0.124,"7","Hpgd"
"Sh3bgrl32",2.03058786272337e-82,0.384346084771936,0.985,0.863,"7","Sh3bgrl3"
"Ywhaz3",6.28060039748328e-82,0.553710197946238,0.732,0.555,"7","Ywhaz"
"Adssl11",3.29889393420982e-81,0.639641836141835,0.408,0.161,"7","Adssl1"
"Rasgrp22",1.22660244049268e-79,0.723396843530467,0.534,0.202,"7","Rasgrp2"
"Pld46",2.5662199030007e-79,0.662202764367544,0.679,0.328,"7","Pld4"
"Prkcd5",3.57586170296298e-79,0.652753613876723,0.588,0.307,"7","Prkcd"
"Klf42",9.77784328115433e-78,0.684611027070152,0.538,0.214,"7","Klf4"
"Lyn4",1.03198455732471e-77,0.656478446473906,0.686,0.393,"7","Lyn"
"Fxyd55",1.87580735817253e-77,0.522556383449533,0.925,0.626,"7","Fxyd5"
"Capzb2",1.07866470509232e-76,0.529688822942965,0.845,0.658,"7","Capzb"
"Samhd13",1.47403793679172e-76,0.646035296454598,0.722,0.457,"7","Samhd1"
"Klf25",4.37019258984357e-75,0.674462966053061,0.705,0.378,"7","Klf2"
"Ssh21",1.50615746818109e-74,0.639251878694579,0.596,0.32,"7","Ssh2"
"Gm15987",1.64387544238244e-73,0.649867669517669,0.318,0.081,"7","Gm15987"
"Itga43",3.16996203849669e-73,0.67952552853381,0.56,0.241,"7","Itga4"
"AB1246116",4.65215541867562e-73,0.624735110352595,0.642,0.295,"7","AB124611"
"Shfm15",7.15445740862603e-73,0.415462451222939,0.949,0.862,"7","Shfm1"
"Hes16",5.34783216566946e-72,0.805857500321659,0.563,0.257,"7","Hes1"
"Laptm54",8.35987342242539e-72,0.475597781428179,0.897,0.6,"7","Laptm5"
"Dpep22",1.35939283595573e-71,0.632628646255866,0.34,0.163,"7","Dpep2"
"Klf133",6.00505503069899e-71,0.61446745846796,0.61,0.384,"7","Klf13"
"Gm98433",2.29328043421023e-70,0.491935917766068,0.903,0.774,"7","Gm9843"
"Lrp18",2.04280859451981e-68,0.632273766555937,0.56,0.263,"7","Lrp1"
"Calm14",1.10737496096198e-67,0.462522343320096,0.967,0.89,"7","Calm1"
"Ifi27l2a4",1.60569391086777e-66,0.586356894607539,0.753,0.43,"7","Ifi27l2a"
"Tpd526",2.24068287127873e-66,0.57223133735819,0.704,0.461,"7","Tpd52"
"Prdx55",3.69259498154698e-66,0.494716167627566,0.863,0.669,"7","Prdx5"
"Ptprj",5.43467056410605e-66,0.573091732365463,0.324,0.114,"7","Ptprj"
"Nfkbiz",2.83751038089976e-65,0.59157202778385,0.34,0.102,"7","Nfkbiz"
"Ptpn65",6.13209388612773e-65,0.600079414812778,0.678,0.402,"7","Ptpn6"
"Mbp",1.23656007682195e-64,0.561297976389335,0.347,0.146,"7","Mbp"
"Filip1l4",2.60767030625798e-64,0.629923806766877,0.491,0.234,"7","Filip1l"
"Ikbkb3",1.66329487239981e-63,0.580902041288752,0.543,0.331,"7","Ikbkb"
"Cebpb5",1.93906000890881e-63,0.590646342278545,0.586,0.269,"7","Cebpb"
"Spata13",2.00894368926125e-63,0.569335712782528,0.293,0.071,"7","Spata13"
"Cyp4f182",5.05650209893958e-63,0.632020675052439,0.471,0.184,"7","Cyp4f18"
"Emilin22",1.0054855081153e-62,0.610751394150432,0.475,0.187,"7","Emilin2"
"Ptpre3",3.82769663157601e-62,0.60075796468969,0.439,0.214,"7","Ptpre"
"Plbd16",1.27637957699487e-61,0.546138172809978,0.588,0.268,"7","Plbd1"
"Pla2g72",1.3545848464278e-61,0.592224324568173,0.453,0.162,"7","Pla2g7"
"Klra21",1.9187747517188e-61,0.602091935047982,0.429,0.17,"7","Klra2"
"Zeb26",1.56209404118287e-60,0.627189904986737,0.64,0.344,"7","Zeb2"
"Mef2a5",2.00306520382855e-60,0.572843403188641,0.498,0.271,"7","Mef2a"
"Tppp34",2.11334835164945e-60,0.612233786111346,0.604,0.321,"7","Tppp3"
"Ncf27",1.07298864610897e-59,0.57946732774997,0.663,0.364,"7","Ncf2"
"B4galt51",2.46787430336743e-59,0.538927429092386,0.347,0.13,"7","B4galt5"
"Lyl11",6.69048792013585e-59,0.572874077144102,0.339,0.103,"7","Lyl1"
"Mef2c6",1.2416985131531e-57,0.483146929294035,0.538,0.244,"7","Mef2c"
"Fam46a2",2.88568521766136e-57,0.597294322368322,0.466,0.249,"7","Fam46a"
"Ccdc125",8.44957377740457e-57,0.472796152730757,0.723,0.548,"7","Ccdc12"
"Atp1a31",1.61301630954941e-56,0.493539135192645,0.275,0.07,"7","Atp1a3"
"Bin23",2.51241441171438e-56,0.569667449390802,0.584,0.315,"7","Bin2"
"Myo1f5",2.62825897412868e-56,0.556177031559734,0.486,0.24,"7","Myo1f"
"Cdk2ap24",5.3010599274495e-56,0.532341816593769,0.786,0.66,"7","Cdk2ap2"
"Rnf1496",2.67255916126951e-55,0.555922822839707,0.556,0.335,"7","Rnf149"
"Stk381",3.70657280711169e-55,0.537858800989266,0.483,0.292,"7","Stk38"
"Il1b1",7.86534807712226e-55,0.488513565194211,0.411,0.156,"7","Il1b"
"Zfp7062",1.05804143264714e-54,0.457650246850182,0.676,0.544,"7","Zfp706"
"Arhgdib7",1.06183101547168e-54,0.376201976427878,0.877,0.652,"7","Arhgdib"
"Tkt5",8.63935482689147e-54,0.458670226993852,0.668,0.539,"7","Tkt"
"Lcp21",1.56970874963762e-53,0.546023451236036,0.368,0.156,"7","Lcp2"
"Il6ra3",1.69568664798296e-53,0.561174330359091,0.47,0.237,"7","Il6ra"
"Gda7",2.42694480786636e-53,0.559196684740825,0.606,0.32,"7","Gda"
"Gng54",3.36208098923291e-53,0.381531707066399,0.935,0.848,"7","Gng5"
"Bcl2a1d1",8.85580528962599e-53,0.613323618488088,0.398,0.148,"7","Bcl2a1d"
"Ptpn14",3.38104523672187e-52,0.519997608750579,0.589,0.384,"7","Ptpn1"
"Limd24",1.31332692689875e-51,0.528974380015837,0.72,0.496,"7","Limd2"
"Akap133",1.8578807016496e-51,0.454446664311357,0.751,0.624,"7","Akap13"
"Plek6",2.18538976727616e-51,0.562268213847725,0.556,0.275,"7","Plek"
"Nfkb13",1.0679331723967e-50,0.53298062273773,0.504,0.303,"7","Nfkb1"
"Nfam11",1.91261051342015e-50,0.532189591590164,0.355,0.155,"7","Nfam1"
"Marcks6",3.88709916282297e-49,0.526870730510405,0.529,0.259,"7","Marcks"
"Stk24",4.46082145007663e-49,0.525623114555125,0.398,0.202,"7","Stk24"
"Ccdc50",8.9830337865579e-49,0.497115847454329,0.311,0.158,"7","Ccdc50"
"Ppp1cb",2.96392270320329e-48,0.485802549979563,0.463,0.302,"7","Ppp1cb"
"Cfl12",3.23912391590513e-48,0.303509473920224,0.957,0.891,"7","Cfl1"
"Ddit4",7.86466577379981e-48,0.559341495556297,0.295,0.102,"7","Ddit4"
"Susd31",9.27996754617531e-48,0.518087531848485,0.314,0.112,"7","Susd3"
"H2-K13",1.28336532631406e-47,0.317595443737432,0.964,0.89,"7","H2-K1"
"Hip11",3.68805263551627e-47,0.510956864047792,0.321,0.126,"7","Hip1"
"Ccnd33",3.90136327318782e-47,0.492343993443255,0.597,0.419,"7","Ccnd3"
"Slc16a31",5.25661584121776e-47,0.497305516489572,0.301,0.097,"7","Slc16a3"
"Rnase61",9.12518727985973e-47,0.528208365958123,0.408,0.167,"7","Rnase6"
"Tab2",5.10331705925202e-46,0.48386413143932,0.385,0.214,"7","Tab2"
"Igsf62",5.63072572847819e-46,0.500639311316404,0.419,0.173,"7","Igsf6"
"Sirpb1c4",1.09158496610749e-45,0.512848437205352,0.466,0.206,"7","Sirpb1c"
"Eif4ebp16",1.13985910000957e-45,0.497783618159063,0.511,0.286,"7","Eif4ebp1"
"Cd2441",1.77220530901613e-45,0.489978266696792,0.321,0.111,"7","Cd244"
"Dusp61",8.75220860584729e-45,0.522046083562481,0.393,0.18,"7","Dusp6"
"Nab1",2.86486976990608e-44,0.437237244839979,0.286,0.144,"7","Nab1"
"Gpr1411",3.89028339625193e-44,0.455713777501945,0.273,0.084,"7","Gpr141"
"Calhm2",6.73388234433449e-44,0.449010467201093,0.285,0.087,"7","Calhm2"
"Ostf16",1.19329196362255e-43,0.424447165666078,0.784,0.631,"7","Ostf1"
"Ptk2b1",2.77666621589005e-43,0.502952864206882,0.36,0.172,"7","Ptk2b"
"Glud17",4.3925607417326e-43,0.458690566378093,0.555,0.38,"7","Glud1"
"Mrpl336",5.05011199012948e-43,0.38179946908465,0.802,0.654,"7","Mrpl33"
"Irf52",7.07770111246893e-43,0.511110728493982,0.435,0.214,"7","Irf5"
"Lcp16",7.33646082185038e-43,0.423561299880985,0.813,0.63,"7","Lcp1"
"Snrpb4",2.29584958011823e-42,0.404526140872209,0.666,0.57,"7","Snrpb"
"Fam49b2",4.35908848063711e-42,0.461373790107746,0.638,0.436,"7","Fam49b"
"Unc1194",4.83627497686879e-42,0.491489494410745,0.489,0.317,"7","Unc119"
"Csf2ra6",5.99807597131845e-42,0.499566928736046,0.502,0.299,"7","Csf2ra"
"Brk14",1.692130822339e-41,0.401116102283138,0.699,0.585,"7","Brk1"
"Cyfip2",1.00336403794015e-40,0.496676965613509,0.268,0.089,"7","Cyfip2"
"Tifab1",1.61133617824597e-40,0.450866175320996,0.306,0.146,"7","Tifab"
"Btg15",3.50850993542893e-40,0.278435193775111,0.915,0.85,"7","Btg1"
"Rara3",6.58444721880702e-40,0.484523131890788,0.411,0.216,"7","Rara"
"Zyx6",8.54438690248633e-40,0.481921952780193,0.583,0.353,"7","Zyx"
"Fam32a3",1.21039739655625e-39,0.452197952521802,0.588,0.412,"7","Fam32a"
"Nsa24",2.00384550866037e-39,0.392110769626745,0.73,0.616,"7","Nsa2"
"Rhog6",4.0230219477662e-39,0.448876813762737,0.612,0.404,"7","Rhog"
"Gnai24",5.68087124185054e-39,0.362335155033032,0.872,0.738,"7","Gnai2"
"Rasa3",9.29277599136292e-39,0.470426715952494,0.331,0.144,"7","Rasa3"
"Pag11",1.53149524250998e-38,0.477441275182074,0.35,0.149,"7","Pag1"
"Sh2d1b11",1.96872119568652e-38,0.439448358519571,0.262,0.109,"7","Sh2d1b1"
"Rassf51",2.22078998993572e-38,0.484932676331151,0.403,0.199,"7","Rassf5"
"Trps11",5.64595481133046e-38,0.463398995853589,0.358,0.193,"7","Trps1"
"Scarb11",6.39324889685495e-38,0.411297109840933,0.291,0.14,"7","Scarb1"
"Ucp26",8.71525295702143e-38,0.305799993828301,0.877,0.757,"7","Ucp2"
"Themis2",9.60320281261502e-38,0.438592303011815,0.267,0.11,"7","Themis2"
"Rnf1306",2.76183870161723e-37,0.449539494855906,0.434,0.253,"7","Rnf130"
"Bri3bp1",2.89825131852258e-37,0.425964973254489,0.308,0.149,"7","Bri3bp"
"Pip4k2a1",3.28493398893196e-37,0.445595245838139,0.331,0.155,"7","Pip4k2a"
"Pid11",4.17938814062546e-37,0.445206181618468,0.417,0.195,"7","Pid1"
"Mtpn4",4.52890544500711e-37,0.396161632140254,0.581,0.454,"7","Mtpn"
"Dazap23",2.62493827055277e-36,0.347245821016674,0.632,0.544,"7","Dazap2"
"Nabp11",3.81408989171948e-36,0.498174857971128,0.394,0.197,"7","Nabp1"
"Zmiz14",7.53561283880303e-36,0.42036402799921,0.434,0.281,"7","Zmiz1"
"Tnfrsf1a6",9.23625876523932e-36,0.431312005941192,0.463,0.283,"7","Tnfrsf1a"
"Sap301",1.47868547847637e-35,0.449456407755934,0.349,0.172,"7","Sap30"
"Ehbp1l12",1.50567806773097e-35,0.411050333527609,0.308,0.178,"7","Ehbp1l1"
"Acer31",1.65985116224534e-35,0.396424038752439,0.303,0.177,"7","Acer3"
"Slc44a2",1.74403036983829e-35,0.439162034173335,0.347,0.182,"7","Slc44a2"
"Gcnt22",4.05391986484042e-35,0.467360343858878,0.332,0.152,"7","Gcnt2"
"Tnpo3",4.3867973219195e-35,0.417203278242551,0.358,0.22,"7","Tnpo3"
"Gmfg4",7.73628373583246e-35,0.41794342899199,0.699,0.514,"7","Gmfg"
"Plekho2",8.20102441151378e-35,0.420373511584427,0.264,0.114,"7","Plekho2"
"Lpcat2",9.25463739184708e-35,0.411957763364755,0.257,0.084,"7","Lpcat2"
"Arpc55",1.42570773160642e-34,0.340196057840976,0.789,0.667,"7","Arpc5"
"Mrpl145",1.94404054650616e-34,0.336802254523486,0.488,0.417,"7","Mrpl14"
"Cmpk17",3.87949489123945e-34,0.390813916429908,0.52,0.403,"7","Cmpk1"
"Il10ra1",6.15853342110339e-34,0.436269389200822,0.282,0.115,"7","Il10ra"
"Camkk21",7.59134604900725e-34,0.407903070106522,0.3,0.161,"7","Camkk2"
