"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"Mbnl25",9.15042958358215e-17,0.604433652760812,0.696,0.325,"18","Mbnl2"
"Adamts10",1.10511589013051e-16,0.585092502165413,0.259,0.042,"18","Adamts10"
"Scarb27",1.25304267588566e-16,0.629030586291255,0.679,0.333,"18","Scarb2"
"Ctdspl",1.27009175192985e-16,0.469109240661968,0.339,0.067,"18","Ctdspl"
"Cnn32",1.61444942304154e-16,0.428782584038061,0.33,0.074,"18","Cnn3"
"Cbx62",3.09802163059164e-16,0.454664023957315,0.42,0.112,"18","Cbx6"
"Gas72",3.6741773300481e-16,0.494293256333151,0.339,0.063,"18","Gas7"
"Osmr",4.45473099091699e-16,0.470062945043939,0.312,0.057,"18","Osmr"
"Pltp7",6.87103782251583e-16,0.685405640649365,0.509,0.166,"18","Pltp"
"Nrp113",1.13007882875673e-15,0.623838588518142,0.714,0.335,"18","Nrp1"
"Cbx52",1.3160713937817e-15,0.505633487479403,0.411,0.114,"18","Cbx5"
"Lamb2",1.45044293241935e-15,0.50008828606246,0.304,0.056,"18","Lamb2"
"Gabarapl13",2.08291964205734e-15,0.610443078252855,0.482,0.166,"18","Gabarapl1"
"Slc44a1",2.08795407591857e-15,0.509389341960788,0.339,0.089,"18","Slc44a1"
"Crip217",2.17338555008514e-15,0.390493739405484,0.625,0.279,"18","Crip2"
"Csrp22",2.19499045200538e-15,0.828899277353179,0.321,0.083,"18","Csrp2"
"Igf2r1",2.84164760363142e-15,0.484805035027123,0.33,0.071,"18","Igf2r"
"Nucb11",3.95067705348978e-15,0.572354491171364,0.527,0.19,"18","Nucb1"
"Plpp13",6.74678130327795e-15,0.324236611007252,0.277,0.059,"18","Plpp1"
"Rrbp110",8.54629008581629e-15,0.589943004234547,0.786,0.54,"18","Rrbp1"
"Thra2",9.96865255065279e-15,0.528509382656615,0.411,0.114,"18","Thra"
"Parva2",1.0475431106933e-14,0.491101454471418,0.312,0.08,"18","Parva"
"Epb41l24",1.54242808829457e-14,0.589195061835977,0.438,0.133,"18","Epb41l2"
"Wwtr11",1.6938719306283e-14,0.519777121680896,0.295,0.066,"18","Wwtr1"
"Pdia37",2.00631512187165e-14,0.541069867144093,0.848,0.604,"18","Pdia3"
"Pdlim7",2.58311600866053e-14,0.382001684583065,0.312,0.07,"18","Pdlim7"
"Il6st3",3.22987376585224e-14,0.599601276078315,0.509,0.201,"18","Il6st"
"Rras2",3.54868907261625e-14,0.471060590540043,0.339,0.074,"18","Rras2"
"Gyg13",6.87834337720802e-14,0.632696706040397,0.58,0.262,"18","Gyg"
"Ugdh",8.50508039300006e-14,0.549805779745284,0.339,0.087,"18","Ugdh"
"Gaa",8.60755139401303e-14,0.515761515325489,0.357,0.105,"18","Gaa"
"Specc1l",1.00444673676655e-13,0.480376746826476,0.268,0.052,"18","Specc1l"
"Tceal81",1.03055550912776e-13,0.549561233375873,0.429,0.148,"18","Tceal8"
"Hivep31",1.13497154284841e-13,0.502112926151103,0.312,0.069,"18","Hivep3"
"Bmpr1a",1.14678947735259e-13,0.438565034368418,0.286,0.063,"18","Bmpr1a"
"Ubc4",1.43807160588709e-13,0.52869178022819,0.839,0.691,"18","Ubc"
"Amotl22",1.4778052141819e-13,0.522654755464152,0.366,0.103,"18","Amotl2"
"Tnfrsf12a",1.73650897932661e-13,0.487731612793971,0.277,0.059,"18","Tnfrsf12a"
"Stbd1",1.96127861984015e-13,0.438298732963285,0.268,0.054,"18","Stbd1"
"Rcn21",2.23385522533753e-13,0.520310326707638,0.42,0.13,"18","Rcn2"
"Tgm24",2.51529473170767e-13,0.621699887913985,0.464,0.153,"18","Tgm2"
"Vat13",2.81035594485553e-13,0.586102848505251,0.455,0.145,"18","Vat1"
"Rabac13",2.98480054646402e-13,0.491908537680706,0.866,0.681,"18","Rabac1"
"Arf42",3.91567608329433e-13,0.565216866593594,0.625,0.348,"18","Arf4"
"Lmna9",4.62611071307464e-13,0.512480268392389,0.562,0.238,"18","Lmna"
"Vcl2",4.69443394011898e-13,0.470750333561282,0.366,0.107,"18","Vcl"
"Sh3d19",4.79641700052146e-13,0.44378010931989,0.268,0.059,"18","Sh3d19"
"Golim4",4.92453285024829e-13,0.479343005733882,0.321,0.077,"18","Golim4"
"Slc29a14",9.23288187154464e-13,0.539883383020895,0.402,0.118,"18","Slc29a1"
"Col4a23",1.17618723990251e-12,0.468132094053443,0.366,0.103,"18","Col4a2"
"Arhgap292",1.36110296073703e-12,0.374933661795023,0.304,0.075,"18","Arhgap29"
"Rdx5",1.46360024330166e-12,0.559384269807661,0.688,0.384,"18","Rdx"
"Lrpap1",1.81575732677348e-12,0.556220738496642,0.429,0.182,"18","Lrpap1"
"Calr6",2.19181735219889e-12,0.499475682287758,0.866,0.642,"18","Calr"
"Tnfsf122",2.32609418481029e-12,0.462194882460552,0.357,0.094,"18","Tnfsf12"
"Emp24",2.68816958347757e-12,0.357052604035747,0.527,0.229,"18","Emp2"
"Zeb214",3.28973294834364e-12,0.398221722620237,0.696,0.353,"18","Zeb2"
"Nav14",3.82145977757216e-12,0.572150591997006,0.321,0.1,"18","Nav1"
"Itm2c6",3.90533372023184e-12,0.519316589974708,0.688,0.364,"18","Itm2c"
"Dnajb4",4.87656492042706e-12,0.5294405235408,0.295,0.08,"18","Dnajb4"
"Slco3a11",5.89088838813235e-12,0.432378424716033,0.304,0.069,"18","Slco3a1"
"Ly6a5",5.92677741604347e-12,0.830421439759268,0.464,0.191,"18","Ly6a"
"Igf1r1",6.51938104819222e-12,0.499999284412874,0.321,0.079,"18","Igf1r"
"Fndc3b1",6.97576897862821e-12,0.476076117663134,0.411,0.138,"18","Fndc3b"
"Cyb5a13",7.00886143822055e-12,0.521652969087345,0.777,0.541,"18","Cyb5a"
"Dynll16",7.10352830713095e-12,0.43466663621473,0.964,0.79,"18","Dynll1"
"Acadsb",9.01360247027697e-12,0.453776595361247,0.33,0.091,"18","Acadsb"
"Sep154",1.50994163142065e-11,0.468866598074099,0.795,0.615,"18","Sep15"
"Cd1512",1.65331905854874e-11,0.485031569769534,0.402,0.138,"18","Cd151"
"Ginm1",1.71256497097265e-11,0.480711822276912,0.411,0.14,"18","Ginm1"
"Por1",1.7367596055339e-11,0.529410890369495,0.482,0.208,"18","Por"
"Ski4",1.806666209668e-11,0.400289365169853,0.509,0.205,"18","Ski"
"Jun12",2.75805525676078e-11,0.473318601727516,0.634,0.319,"18","Jun"
"Ybx32",2.81179158687936e-11,0.521028424765991,0.375,0.156,"18","Ybx3"
"Glg1",3.57325202002335e-11,0.44678837257004,0.42,0.148,"18","Glg1"
"Ergic32",4.24399837571591e-11,0.491155769222101,0.607,0.323,"18","Ergic3"
"Tspan5",5.03377462075409e-11,0.403806373384432,0.259,0.055,"18","Tspan5"
"Zak",5.14682321862128e-11,0.440727119659635,0.295,0.081,"18","Zak"
"Antxr2",8.30267552277607e-11,0.496372500065881,0.268,0.066,"18","Antxr2"
"Prdx41",9.75691487559175e-11,0.492715888428682,0.446,0.186,"18","Prdx4"
"Hmgb17",1.41608417472766e-10,0.410770631924811,0.875,0.686,"18","Hmgb1"
"Sept72",1.43894689657509e-10,0.511502333860683,0.643,0.378,"18","Sept7"
"Ift271",1.47729959239452e-10,0.399253366795264,0.304,0.083,"18","Ift27"
"Pdia66",1.52856430776956e-10,0.511290436103549,0.741,0.475,"18","Pdia6"
"Klf45",1.55456469734792e-10,0.696354212468441,0.482,0.225,"18","Klf4"
"Lamp210",1.603553360248e-10,0.483031593766418,0.714,0.485,"18","Lamp2"
"B4galt11",1.89743546503509e-10,0.501615917287414,0.429,0.17,"18","B4galt1"
"Sepp115",2.00768633327374e-10,0.428295261374849,0.866,0.602,"18","Sepp1"
"Lpgat11",2.01884724014885e-10,0.410122497513202,0.33,0.098,"18","Lpgat1"
"Camk2n11",2.30330111902216e-10,0.486368790359918,0.321,0.113,"18","Camk2n1"
"Qsox13",2.39816845612682e-10,0.435182552849408,0.33,0.105,"18","Qsox1"
"Itgb18",2.65905623710717e-10,0.448935890371381,0.67,0.369,"18","Itgb1"
"Kif1b2",2.68459585674852e-10,0.445901039462907,0.42,0.151,"18","Kif1b"
"Zyx11",2.81752025079695e-10,0.485252611765024,0.679,0.36,"18","Zyx"
"Rock23",3.09118444401317e-10,0.489240112707955,0.438,0.169,"18","Rock2"
"Slc50a12",3.09491250908362e-10,0.446803052254605,0.455,0.188,"18","Slc50a1"
"Zfyve21",4.01503967376803e-10,0.411058666343591,0.277,0.075,"18","Zfyve21"
"Smarca22",4.12617625901401e-10,0.459801709518699,0.446,0.181,"18","Smarca2"
"Sh3bp52",4.28878584737417e-10,0.492455412486869,0.411,0.145,"18","Sh3bp5"
"Arap1",4.491319777998e-10,0.507523945094085,0.33,0.122,"18","Arap1"
"Klf72",4.93927944099331e-10,0.258284345795208,0.348,0.135,"18","Klf7"
"Rpn23",4.94007931360555e-10,0.485532622050105,0.643,0.4,"18","Rpn2"
"Scpep13",5.15041320358677e-10,0.455034753459566,0.438,0.17,"18","Scpep1"
"Tmem2052",6.0382052137784e-10,0.477215520774702,0.42,0.206,"18","Tmem205"
"Acaa2",6.2364657006596e-10,0.478107538685504,0.402,0.198,"18","Acaa2"
"Sdf4",7.2445957307099e-10,0.485819609813648,0.634,0.391,"18","Sdf4"
"Pebp15",7.63921178868217e-10,0.489447808751506,0.67,0.412,"18","Pebp1"
"Crtc3",8.56241331528511e-10,0.4734499449991,0.348,0.116,"18","Crtc3"
"Creb3l21",9.43189479377514e-10,0.280775663573657,0.286,0.085,"18","Creb3l2"
"Cnpy25",1.08107673989681e-09,0.472233424047316,0.562,0.336,"18","Cnpy2"
"Cers41",1.19819487716385e-09,0.358755889067973,0.277,0.073,"18","Cers4"
"Gnas6",1.28224101191913e-09,0.421448480956623,0.848,0.615,"18","Gnas"
"Ifrd1",1.36429468770235e-09,0.52598628476801,0.312,0.138,"18","Ifrd1"
"Morf4l24",1.56814597464566e-09,0.493022266924686,0.518,0.282,"18","Morf4l2"
"Emp311",2.65663633214752e-09,0.312753724017551,0.795,0.5,"18","Emp3"
"Dag11",2.97833037606406e-09,0.421053507367818,0.455,0.195,"18","Dag1"
"Nr3c14",3.28275743694856e-09,0.467880639970532,0.518,0.247,"18","Nr3c1"
"Ptgfrn4",3.59869275667993e-09,0.461875648197307,0.402,0.171,"18","Ptgfrn"
"Socs213",3.71122853038537e-09,0.430767667866536,0.554,0.264,"18","Socs2"
"Cd823",3.85282928592166e-09,0.53159553981392,0.455,0.213,"18","Cd82"
"Gng121",4.27719947987848e-09,0.377345891582731,0.438,0.193,"18","Gng12"
"Mocs21",4.35882388786189e-09,0.420173430769119,0.348,0.12,"18","Mocs2"
"Rtn411",4.40440598395448e-09,0.461316715399778,0.616,0.337,"18","Rtn4"
"Sar1a",4.59764476259384e-09,0.484956531303095,0.464,0.246,"18","Sar1a"
"Eif4ebp19",5.95076887706212e-09,0.457110743213856,0.58,0.292,"18","Eif4ebp1"
"2010111I01Rik",6.57648733540745e-09,0.347152911650082,0.268,0.071,"18","2010111I01Rik"
"Eid14",8.68380272696073e-09,0.470605261800095,0.402,0.175,"18","Eid1"
"Txndc51",9.64130030902807e-09,0.413493862506439,0.438,0.186,"18","Txndc5"
"Kif5b3",9.89067315276392e-09,0.448542261217714,0.661,0.467,"18","Kif5b"
"Dst3",1.02671325481697e-08,0.409972409748728,0.402,0.164,"18","Dst"
"Smim7",1.10505447990465e-08,0.433270159904096,0.455,0.207,"18","Smim7"
"Ttc3",1.24574232060385e-08,0.398647365756026,0.321,0.11,"18","Ttc3"
"Pink1",1.44767608303495e-08,0.464997095816431,0.375,0.159,"18","Pink1"
"Tpm114",1.46456219580742e-08,0.496189846043441,0.509,0.249,"18","Tpm1"
"Tmcc34",1.72369042096504e-08,0.335885882538655,0.312,0.108,"18","Tmcc3"
"Slc1a51",1.75879475942523e-08,0.343036333356248,0.393,0.174,"18","Slc1a5"
"Ces1d3",2.18379562793031e-08,0.65008493842949,0.375,0.223,"18","Ces1d"
"Sqstm15",2.77259961957016e-08,0.457631838266289,0.58,0.319,"18","Sqstm1"
"Wasl",2.82756552900956e-08,0.397302340720915,0.321,0.113,"18","Wasl"
"Map1lc3a15",2.85459398394224e-08,0.383669964209957,0.589,0.338,"18","Map1lc3a"
"Pik3r12",2.88076622357466e-08,0.446070955365903,0.429,0.191,"18","Pik3r1"
"Capns14",3.02025965551091e-08,0.411793026438179,0.732,0.523,"18","Capns1"
"Rbpms2",3.02443304097475e-08,0.402374438582079,0.348,0.133,"18","Rbpms"
"Ctdsp22",3.1097433135634e-08,0.445192428392104,0.438,0.2,"18","Ctdsp2"
"Pura4",3.88791447272159e-08,0.455615452239886,0.5,0.258,"18","Pura"
"Psmd73",3.96687164129617e-08,0.414424374127448,0.491,0.249,"18","Psmd7"
"Cltb2",4.07679742406461e-08,0.4468205717368,0.446,0.22,"18","Cltb"
"Clock",4.28772611953885e-08,0.422814281519472,0.312,0.128,"18","Clock"
"Chpt12",4.79431053052018e-08,0.4155797925934,0.339,0.134,"18","Chpt1"
"Nr4a11",4.87867848990706e-08,0.596104868341704,0.304,0.108,"18","Nr4a1"
"Ckb6",5.10690701759823e-08,0.368294662408533,0.339,0.127,"18","Ckb"
"Enpep1",5.46435042449394e-08,0.497434111236467,0.304,0.133,"18","Enpep"
"Gna111",6.12738764377549e-08,0.408739456981878,0.286,0.092,"18","Gna11"
"Mesdc2",6.33057637387933e-08,0.398319286988556,0.312,0.109,"18","Mesdc2"
"Mt21",6.6453726740486e-08,0.546365672075116,0.286,0.093,"18","Mt2"
"Smim4",7.12527735730985e-08,0.449511135371145,0.402,0.194,"18","Smim4"
"Ccser22",7.75011200783876e-08,0.405396476746793,0.321,0.114,"18","Ccser2"
"Tubb2a3",7.75214122218261e-08,0.284167774495225,0.286,0.095,"18","Tubb2a"
"Selk3",8.63010688113682e-08,0.377289159084921,0.768,0.655,"18","Selk"
"Manf4",1.13751353108886e-07,0.453688380037124,0.661,0.437,"18","Manf"
"Rhoq",1.20791314846189e-07,0.406852823344289,0.286,0.104,"18","Rhoq"
"Hes113",1.27350929687038e-07,0.522813302293484,0.527,0.268,"18","Hes1"
"Axl3",1.34331380495136e-07,0.406688738145412,0.366,0.153,"18","Axl"
"Ckap4",1.34436896880566e-07,0.328518664368178,0.277,0.086,"18","Ckap4"
"Esyt2",1.36876106682123e-07,0.344828624316074,0.312,0.121,"18","Esyt2"
"Tmco18",1.40502056040148e-07,0.415378390547714,0.661,0.427,"18","Tmco1"
"Sdc416",1.69461453707778e-07,0.251346534529603,0.527,0.287,"18","Sdc4"
"Tubb61",1.70659887941035e-07,0.374679802067144,0.295,0.101,"18","Tubb6"
"Atraid2",1.911511670251e-07,0.420755495777655,0.429,0.268,"18","Atraid"
"4930523C07Rik9",2.17810272936851e-07,0.288181938345615,0.536,0.298,"18","4930523C07Rik"
"Anxa116",2.33174540338284e-07,0.391343475837381,0.679,0.413,"18","Anxa1"
"Dapk13",2.34307296028352e-07,0.442626486402001,0.402,0.219,"18","Dapk1"
"Itgb53",2.36347212009113e-07,0.368359303522992,0.268,0.086,"18","Itgb5"
"Irf2bpl1",2.69724486601427e-07,0.407541235812782,0.429,0.205,"18","Irf2bpl"
"Lrp6",2.7588151220401e-07,0.355545536163276,0.304,0.108,"18","Lrp6"
"Pkn22",3.06801522218263e-07,0.397149458764747,0.42,0.2,"18","Pkn2"
"Arhgef124",3.25173542138352e-07,0.373145696918501,0.295,0.122,"18","Arhgef12"
"Sept27",4.1967139127158e-07,0.402558692316434,0.509,0.298,"18","Sept2"
"Txndc151",4.98663485492735e-07,0.399412511097451,0.455,0.23,"18","Txndc15"
"Pttg1ip2",5.70890005395535e-07,0.41566407833819,0.402,0.187,"18","Pttg1ip"
"Rbbp71",6.16715731055395e-07,0.440098490081615,0.384,0.189,"18","Rbbp7"
"Jkamp",6.50405611482628e-07,0.312901915386226,0.295,0.111,"18","Jkamp"
"Ptms14",6.6731417390594e-07,0.382270849661918,0.652,0.398,"18","Ptms"
"Sec31a",8.19405062960919e-07,0.377172010355879,0.357,0.159,"18","Sec31a"
"Adprh",8.79979519420845e-07,0.346956673496066,0.42,0.197,"18","Adprh"
"Tmem596",8.93955882398383e-07,0.377283266402033,0.768,0.566,"18","Tmem59"
"Minos13",9.75804006434437e-07,0.343324430527832,0.732,0.634,"18","Minos1"
"Ablim17",1.18692987478762e-06,0.437457091828297,0.375,0.163,"18","Ablim1"
"Tuba1b9",1.33103749454789e-06,0.348584576636304,0.714,0.485,"18","Tuba1b"
"Ctso1",1.33330782495916e-06,0.29961961279196,0.295,0.112,"18","Ctso"
"Tmem1093",1.35653263988638e-06,0.40531555289375,0.366,0.2,"18","Tmem109"
"Mef2a10",1.47407492181821e-06,0.431374175885624,0.509,0.278,"18","Mef2a"
"Comt10",1.48227768591697e-06,0.410749369817968,0.554,0.334,"18","Comt"
"Ifngr112",1.62781014728841e-06,0.33723434217348,0.714,0.459,"18","Ifngr1"
"Acap21",1.67216957228286e-06,0.262590031460535,0.312,0.139,"18","Acap2"
"Tmed94",1.69468364601023e-06,0.379894707173371,0.652,0.463,"18","Tmed9"
"Ndufa52",1.70770459821393e-06,0.31887233540647,0.598,0.355,"18","Ndufa5"
"Emc103",1.81192337418279e-06,0.391110750671433,0.509,0.293,"18","Emc10"
"Josd2",1.8489253465872e-06,0.365298792049972,0.33,0.136,"18","Josd2"
"Sfr12",2.0413731829427e-06,0.406333073377662,0.554,0.354,"18","Sfr1"
"Sqrdl1",2.12928247797752e-06,0.354663556454423,0.339,0.145,"18","Sqrdl"
"Hadh2",2.32292952852029e-06,0.384332448173803,0.339,0.175,"18","Hadh"
"Sec11a2",2.38523835982533e-06,0.407621081014607,0.536,0.321,"18","Sec11a"
"Mga",2.44572438083795e-06,0.384961426236275,0.33,0.139,"18","Mga"
"Bet11",3.13634211640482e-06,0.377988817417505,0.348,0.182,"18","Bet1"
"Scoc",3.65581699503888e-06,0.320175306493707,0.286,0.109,"18","Scoc"
"Prkar1a3",3.65837898818149e-06,0.392445502476043,0.571,0.371,"18","Prkar1a"
"Hmgn51",3.85221697321405e-06,0.33490105373601,0.304,0.118,"18","Hmgn5"
"Snx181",4.10667736527985e-06,0.39766192936227,0.277,0.116,"18","Snx18"
"Dctn61",4.18837938715069e-06,0.256640172377489,0.295,0.118,"18","Dctn6"
"Xbp19",4.30085561956163e-06,0.376234225727123,0.643,0.422,"18","Xbp1"
"Nbeal12",4.44757709064558e-06,0.384357605970915,0.366,0.18,"18","Nbeal1"
"1110004F10Rik1",5.01901292783279e-06,0.37156869656736,0.562,0.335,"18","1110004F10Rik"
"Rap2a",5.0335539467486e-06,0.332411045274544,0.268,0.101,"18","Rap2a"
"Morf4l11",5.11880045270773e-06,0.336414777673435,0.83,0.71,"18","Morf4l1"
"Ddost2",5.89012562595789e-06,0.367541613328797,0.536,0.34,"18","Ddost"
"Cfl21",5.92318166452429e-06,0.305932166375953,0.304,0.127,"18","Cfl2"
"Dnajc1",7.01910711319944e-06,0.376332523633221,0.366,0.171,"18","Dnajc1"
"Tcf121",7.47566615387585e-06,0.342500864632417,0.312,0.132,"18","Tcf12"
"Pls33",7.58918218520082e-06,0.344198499666626,0.304,0.125,"18","Pls3"
"Serinc14",8.18370362937934e-06,0.334931210584412,0.491,0.271,"18","Serinc1"
"Impad11",9.21239037868418e-06,0.342107284194056,0.304,0.133,"18","Impad1"
"App13",1.00486446640416e-05,0.26847455470473,0.759,0.544,"18","App"
"Lrrc583",1.12805092349137e-05,0.354801532372569,0.491,0.271,"18","Lrrc58"
"Tpm47",1.1456636846326e-05,0.322207457796663,0.643,0.449,"18","Tpm4"
"Stt3b2",1.30686794604542e-05,0.333996030693171,0.42,0.209,"18","Stt3b"
"Oxct13",1.31188988502249e-05,0.367788338391034,0.42,0.236,"18","Oxct1"
"Srp54b",1.33201501859218e-05,0.361045287429469,0.411,0.224,"18","Srp54b"
"Tmem106b",1.36655158328734e-05,0.314032928857081,0.304,0.125,"18","Tmem106b"
"Exosc4",1.46491795438703e-05,0.250143690189268,0.277,0.109,"18","Exosc4"
"Tacc11",1.89436032016349e-05,0.378171238646767,0.357,0.19,"18","Tacc1"
"Add1",1.90641781835958e-05,0.259924360936647,0.366,0.18,"18","Add1"
"Pdha1",2.07763234682724e-05,0.291404164493835,0.384,0.188,"18","Pdha1"
"Foxo11",2.21140779351826e-05,0.313814999768247,0.286,0.116,"18","Foxo1"
"Xdh4",2.22199780862283e-05,0.381923549674358,0.33,0.175,"18","Xdh"
"Cflar1",2.29139523718911e-05,0.267951907295314,0.375,0.202,"18","Cflar"
"Krtcap23",2.29339740486915e-05,0.296312382622392,0.804,0.606,"18","Krtcap2"
"Ccng2",2.37587060599498e-05,0.309429591270491,0.277,0.117,"18","Ccng2"
"Eprs",2.73557600331681e-05,0.354859724249941,0.312,0.153,"18","Eprs"
"Yipf3",2.94652250192364e-05,0.309167414036274,0.429,0.248,"18","Yipf3"
"Raph13",3.10078256119313e-05,0.343070659933158,0.339,0.157,"18","Raph1"
"Tnrc6b2",3.18398217054273e-05,0.279585112528461,0.393,0.201,"18","Tnrc6b"
"Etfa4",3.36634328413844e-05,0.337957652613612,0.473,0.28,"18","Etfa"
"Rab11b",3.41747071234537e-05,0.368043123961595,0.509,0.359,"18","Rab11b"
"Dpm32",3.72662202813911e-05,0.324734931772821,0.67,0.463,"18","Dpm3"
"Tmem50a2",3.91975684405517e-05,0.343428325599659,0.732,0.569,"18","Tmem50a"
"9530068E07Rik2",4.81691583894168e-05,0.27836134496431,0.446,0.247,"18","9530068E07Rik"
"Arid5b2",4.94051940149711e-05,0.270565808083144,0.286,0.132,"18","Arid5b"
"Aplp215",5.11073297225599e-05,0.334831189819449,0.67,0.454,"18","Aplp2"
"Tsen341",5.44048000971051e-05,0.355305675695466,0.357,0.206,"18","Tsen34"
"Anxa67",5.4580702525136e-05,0.288978550601285,0.509,0.314,"18","Anxa6"
"Pcnp",5.99698008186449e-05,0.303381095326762,0.473,0.267,"18","Pcnp"
"Nap1l17",6.51593828406131e-05,0.35043991062359,0.688,0.505,"18","Nap1l1"
"Smim146",7.07406055776325e-05,0.323144948652698,0.67,0.472,"18","Smim14"
"Atxn7l3b2",7.26332781671792e-05,0.35514585878175,0.527,0.367,"18","Atxn7l3b"
"Cope2",8.37881010363544e-05,0.343484898441978,0.5,0.35,"18","Cope"
"Rnf11",8.605417703845e-05,0.32992180863564,0.312,0.152,"18","Rnf11"
"Tex264",8.96955852072081e-05,0.254124309360122,0.295,0.148,"18","Tex264"
"Uap1",9.13660515240154e-05,0.325385271984598,0.286,0.136,"18","Uap1"
"Lima13",9.33468307477478e-05,0.33083101399172,0.312,0.149,"18","Lima1"
"Klc12",0.000110280298575533,0.331823969404362,0.277,0.133,"18","Klc1"
"Vamp53",0.000114038517813511,0.264673333588043,0.321,0.156,"18","Vamp5"
"Stk251",0.000119870971643634,0.307320258394337,0.295,0.137,"18","Stk25"
"Ppib4",0.000157455909813747,0.304546835914611,0.786,0.625,"18","Ppib"
"Hbp1",0.000158292701098757,0.304317620698039,0.312,0.164,"18","Hbp1"
"Gstp16",0.000160184419691469,0.349482575824883,0.455,0.274,"18","Gstp1"
"Smad74",0.000161630994224214,0.301763001801289,0.295,0.133,"18","Smad7"
"Ssr22",0.000167269139682821,0.321687495665218,0.5,0.32,"18","Ssr2"
"Smarcb1",0.000177086984922747,0.294675944055552,0.295,0.141,"18","Smarcb1"
"Pigp1",0.000195075714784705,0.327814466067233,0.357,0.191,"18","Pigp"
"Vimp7",0.000198503903282215,0.324011167136244,0.643,0.464,"18","Vimp"
"Evi5",0.000201362316283096,0.272575863922917,0.259,0.112,"18","Evi5"
"Ostc2",0.000210287732240456,0.318859074553306,0.589,0.421,"18","Ostc"
"Atp6ap27",0.000215415546560243,0.314975253769815,0.42,0.253,"18","Atp6ap2"
"Uqcrb6",0.000221591748705602,0.270581665641403,0.804,0.623,"18","Uqcrb"
"Blmh",0.00022192149397273,0.267348946989606,0.268,0.116,"18","Blmh"
"B230219D22Rik3",0.000242182223755323,0.284397073416742,0.42,0.243,"18","B230219D22Rik"
"Hdlbp",0.000262461793194854,0.292863106381356,0.411,0.234,"18","Hdlbp"
"Yif1b1",0.000279140789583037,0.302560186652059,0.295,0.145,"18","Yif1b"
"Rsu17",0.000286710565424606,0.278131918345733,0.464,0.283,"18","Rsu1"
"Rbms16",0.000296150172354736,0.301957170281455,0.652,0.46,"18","Rbms1"
"Pkig12",0.000299805166555311,0.35091545375315,0.438,0.255,"18","Pkig"
"Tcf251",0.000309128949630813,0.30061040481067,0.518,0.406,"18","Tcf25"
"Dlgap4",0.000318916241869237,0.266328386861257,0.304,0.145,"18","Dlgap4"
"Hmgn18",0.000348322745828503,0.268017526239819,0.634,0.432,"18","Hmgn1"
"1110001J03Rik",0.000352957044835851,0.286833749338291,0.393,0.228,"18","1110001J03Rik"
"Ganab",0.00036244751638954,0.276373080696166,0.304,0.163,"18","Ganab"
"Map41",0.000374045929819879,0.321870194418397,0.259,0.139,"18","Map4"
"Myadm6",0.000379040952893769,0.326506610709496,0.42,0.244,"18","Myadm"
"Psmc1",0.000404129452318132,0.320507748575531,0.304,0.164,"18","Psmc1"
"Gadd45b1",0.000407463374620084,0.396078012886444,0.295,0.154,"18","Gadd45b"
"Mrfap13",0.000420572943681594,0.264107954670302,0.768,0.6,"18","Mrfap1"
"Rheb3",0.000422567769130181,0.316843349386086,0.536,0.39,"18","Rheb"
"Luc7l23",0.000434971505781278,0.319999637897754,0.634,0.476,"18","Luc7l2"
"Kctd101",0.00043715596016673,0.307572771776717,0.312,0.163,"18","Kctd10"
"Mtch13",0.000446670170953883,0.294600519952467,0.42,0.24,"18","Mtch1"
"Lats21",0.000453753577491841,0.2588980008936,0.268,0.12,"18","Lats2"
"Fosl21",0.000518400314862853,0.273548131372311,0.304,0.154,"18","Fosl2"
"Stx4a",0.000532335977171828,0.260646869455805,0.393,0.217,"18","Stx4a"
"Pnrc12",0.000537259614832181,0.317865081964782,0.536,0.355,"18","Pnrc1"
"Ralbp12",0.000585189717782508,0.269271598670318,0.554,0.435,"18","Ralbp1"
"Rasl11a2",0.000588896014582505,0.342142639899785,0.268,0.139,"18","Rasl11a"
"Ube2e3",0.000619234164902491,0.285299761866612,0.304,0.168,"18","Ube2e3"
"Ugp21",0.000663453982316128,0.308783098619435,0.393,0.238,"18","Ugp2"
"Bet1l",0.000699627348775374,0.285578440219754,0.286,0.149,"18","Bet1l"
"Pcmtd11",0.000705852875161075,0.296550114135001,0.357,0.198,"18","Pcmtd1"
"Arl13",0.00075250477078854,0.297003722348011,0.42,0.295,"18","Arl1"
"Aes3",0.00075483556844919,0.295750744376207,0.589,0.414,"18","Aes"
"Pdia42",0.000777618940284438,0.267315577124785,0.393,0.241,"18","Pdia4"
"Prrc2b1",0.000815716983489826,0.305350791069814,0.339,0.192,"18","Prrc2b"
"Ccnt2",0.000892113166160437,0.282448794275576,0.357,0.197,"18","Ccnt2"
"Sec63",0.000925517343355441,0.264965569376965,0.312,0.162,"18","Sec63"
"Pbrm12",0.000929162094457328,0.301666539942835,0.402,0.299,"18","Pbrm1"
"Rnf101",0.00110565801771226,0.290151939911195,0.411,0.245,"18","Rnf10"
"Mxd47",0.00118366349600381,0.276778887574312,0.455,0.289,"18","Mxd4"
"Ilk",0.00120853384683152,0.283739063296671,0.411,0.248,"18","Ilk"
"Mtch21",0.00121118435288536,0.257173961632722,0.482,0.303,"18","Mtch2"
"Arcn1",0.00124897460981802,0.268765431564067,0.348,0.193,"18","Arcn1"
"Psmc61",0.00132877166316417,0.250024708262745,0.33,0.197,"18","Psmc6"
